Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Poster;Internet Movie Database;Rotten Tomatoes;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;Win;Metacritic;Nomination;Oscar
The Whisperers;1967;Not Rated;18 Jul 1967;106 min;Drama;Bryan Forbes;Robert Nicolson, Bryan Forbes;Edith Evans, Nanette Newman, Harry Baird;76 year old Margaret Ross lives in a run-down flat, is all alone in the world. Despite being a bright, she's not totally right in mind. She has delusions, the most common is her neighbours are listening to her through the building's pipes. Following a being hospitalised, Margaret isn't capable of managing herself, lMr. Conrad, who has taken a liking to her, takes it upon himself to ensure she's taken care of. As such, the authorities go looking for her husband, Archie, but as she's been alone - with the whispers - will it bring her happiness?;English;United Kingdom;https://m.media-amazon.com/images/M/MV5BMjU4OTU0ODgyMF5BMl5BanBnXkFtZTcwMDg1Nzg0NQ@@._V1_SX300.jpg;7.02.2010;0,67;N/A;72;1,232;tt0061180;movie;01 Sep 2016;N/A;N/A;N/A;DOÐRU;9;;4;1
Korol Lir;1970;PG;06 Aug 1975;140 min;Drama;Grigoriy Kozintsev, Iosif Shapiro;Grigoriy Kozintsev, Geoffrey of Monmouth, Boris Pasternak;Jüri Järvet, Elza Radzina, Galina Volchek;King Lear, old and tired, divides his kingdom among his daughters, giving great importance to their protestations of love for him. When Cordelia, youngest and most honest, refuses to idly flatter the old man in return for favor, he banishes her and turns for support to his remaining daughters. But Goneril and Regan have no love for him and instead plot to take all his power from him. In a parallel, Lear's loyal courtier Gloucester favors his illegitimate son Edmund after being told lies about his faithful son Edgar. Madness and tragedy befall both ill-starred fathers.;French, Latin, Russian;Soviet Union;https://m.media-amazon.com/images/M/MV5BOGFlYzU1OTQtMWMxMi00ZGI4LTk5YzQtOWMwZjc0NjU3NGE3XkEyXkFqcGdeQXVyMjU0MjU2MjI@._V1_SX300.jpg;8.02.2010;0,67;N/A;82;1,521;tt0064553;movie;N/A;N/A;N/A;N/A;DOÐRU;;;2;
Countess Dracula;1971;PG;11 Oct 1972;93 min;Horror;Peter Sasdy;Jeremy Paul, Alexander Paal, Peter Sasdy;Ingrid Pitt, Nigel Green, Sandor Elès;In medieval Europe aging Countess Elisabeth rules harshly with the help of lover Captain Dobi. Finding that washing in the blood of young girls makes her young again she gets Dobi to start abducting likely candidates. The Countess - pretending to be her own daughter - starts dallying with a younger man, much to Dobi's annoyance. The disappearances cause mounting terror locally, and when she finds out that only the blood of a virgin does the job, Dobi is sent out again with a more difficult task.;English, Latin;United Kingdom;https://m.media-amazon.com/images/M/MV5BNzEwZWE3MGYtZDYzZi00MmFhLWE2ODktYWRlMGU1MGQzNjc5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg;6.0/10;;N/A;60;4,047;tt0065580;movie;26 Aug 2003;N/A;N/A;N/A;DOÐRU;;;;
I Never Sang for My Father;1970;GP;24 Jun 1971;92 min;Drama, Music;Gilbert Cates;Robert Anderson;Melvyn Douglas, Gene Hackman, Dorothy Stickney;Hackman plays a New York professor who wants a change in his life, and plans to get married to his girlfriend and move to California. His mother understands his need to get away, but warns him that moving so far away could be hard on his father. Just before the wedding, the mother dies. Hackman's sister (who has been disowned by their father for marrying a Jewish man) advises him to live his own life, and not let himself be controlled by their father.;English;United States;https://m.media-amazon.com/images/M/MV5BNjdmMTI5NWMtOTYzZC00ZmU5LTlmMDAtN2NkYWJiM2ZmYzk0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;7.05.2010;1;N/A;75;2,631;tt0065872;movie;13 Apr 2011;$847,809;N/A;N/A;DOÐRU;2;;7;3
Le chat;1971;N/A;24 Apr 1971;86 min;Drama;Pierre Granier-Deferre;Pierre Granier-Deferre, Pascal Jardin, Georges Simenon;Jean Gabin, Simone Signoret, Annie Cordy;In 1971 Courbevoie (France), former typographist Julien Bouin and his wife Clemence, who used to perform in a circus, hardly talk to each other in their small house, which is soon to be demolished. To Clemence's anger, Julien's cat Greffier is the only one who gets his attention, let alone love.;French;France, Italy;https://m.media-amazon.com/images/M/MV5BMWI1YTRhZGEtOTkyMC00ZGEwLTkzOGMtODI2N2VlYjdiYWE1XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg;7.06.2010;;N/A;76;2,046;tt0066906;movie;N/A;N/A;N/A;N/A;DOÐRU;2;;1;
Harold and Maude;1971;PG;20 Dec 1971;91 min;Comedy, Drama, Romance;Hal Ashby;Colin Higgins;Ruth Gordon, Bud Cort, Vivian Pickles;"Young adult Harold Chasen, solitary and friendless by choice, is obsessed with death, this fascination manifesting itself in he staging his own fake suicides, driving a hearse and attending funerals, even of people he doesn't know, all to the chagrin of his exasperated wealthy mother with whom he lives. Mrs. Chasen is determined for Harold to be ""normal"", including her sending him into therapy to deal with his issues and finding him a girlfriend through a computer dating service. It is at a series of funerals that Harold meets Maude, on the cusp of her eightieth birthday, she who too attends funerals of strangers. Unlike Harold, Maude is obsessed with life - her own life to be more precise - she does whatever she wants to please herself, damned what others may think or how they may be affected. Since she can't take material possessions with her, she is more interested in experiences, with whatever material possessions she has - often ""borrowed"" without asking - only to further those experiences. Their friendship is initially based on how the other can further their own priority. But as Maude shows Harold how to truly live, Harold falls in love with her. Their relationship, already limited in time by the sheer math, is curtailed even more as Maude shows him only not how to live well, but die well.";English;United States;https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg;7.09.2010;0,84;62;79;75,277;tt0067185;movie;27 Jun 2000;N/A;N/A;N/A;DOÐRU;2;62/100;3;
King Lear;1970;PG-13;01 Jul 1970;137 min;Drama;Peter Brook;Peter Brook, Geoffrey of Monmouth, William Shakespeare;Paul Scofield, Irene Worth, Cyril Cusack;"The Shakespeare tragedy that gave us the expression ""How sharper than a serpent's tooth it is to have a thankless child."" King Lear has not one but two ungrateful children, and it's especially galling because he turned over his entire kingdom to them. Paul Scofield is an ancient, imposing shell of a Lear tormented by his too-long life as well as by daughters he calls ""unnatural hags."" At one point, the king looks his eldest daughter, Goneril (Ireme Worth), straight in the eye and declares, ""Thou art a boil, a plague-sore, of embossed carbuncle in my corrupted blood."" These are the troubles not even the best-trained family counselor could ever hope to resolve.";English;United Kingdom, Denmark;https://m.media-amazon.com/images/M/MV5BYTliNDJjNjQtZWQyNC00YjMxLTgyMGEtYzhkMTk3MTRjNTUwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;7.02.2010;0,67;N/A;72;828;tt0067306;movie;N/A;N/A;N/A;N/A;DOÐRU;2;;1;
Szerelem;1971;N/A;22.Mar.73;88 min;Drama;Károly Makk;Péter Bacsó, Tibor Déry;Lili Darvas, Mari Töröcsik, Iván Darvas;Luca regularly visits her bedridden mother-in-law. Luca's husband, János, has been arrested on a trumped up political charge, and Luca does not know if he is still alive. Luca hides this from his mother by making up letters purporting to be from János who is directing a big film in New York. Luca discovers that János is alive, and is dismissed from her teaching job because of her husband. The dying mother anxiously awaits the return of her son from New York.;Hungarian, German;Hungary;https://m.media-amazon.com/images/M/MV5BMTk5NDEzNzI1Ml5BMl5BanBnXkFtZTcwMzgyMjEzMQ@@._V1_SX300.jpg;7.09.2010;;N/A;79;1,891;tt0067814;movie;N/A;N/A;N/A;N/A;DOÐRU;3;;4;
Dersu Uzala;1975;G;20 Dec 1977;142 min;Adventure, Biography, Drama;Akira Kurosawa;Akira Kurosawa, Yuriy Nagibin, Vladimir Arsenev;Maksim Munzuk, Yuriy Solomin, Mikhail Bychkov;A Russian army explorer who is rescued in Siberia by a rugged Asian hunter renews his friendship with the woodsman years later when he returns as the head of a larger expedition. The hunter finds that all of his nature lore is of no help when he accompanies the explorer back to civilization.;Russian, Chinese;Soviet Union, Japan;https://m.media-amazon.com/images/M/MV5BYWY0OWJlZTgtMWUzNy00MGJhLTk5YzQtNmY5MDEwOTIxNjMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;8.03.2010;0,73;N/A;83;25,898;tt0071411;movie;22.Mar.07;N/A;N/A;N/A;DOÐRU;8;;2;1
La gueule ouverte;1974;TV-14;8.May.74;82 min;Drama;Maurice Pialat;Maurice Pialat;Nathalie Baye, Hubert Deschamps, Philippe Léotard;Monique is dying. Around her gather her unfaithful husband, her son, who is like his father, and her daughter-in-law. We observe them playing with life as she dies.;French;France;https://m.media-amazon.com/images/M/MV5BNGZhZjFkNGYtMGQ0ZC00NmM2LWIyODMtY2RlMTA3ZmExMDNlXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg;7.04.2010;;N/A;74;1,037;tt0071587;movie;13.Mar.17;N/A;N/A;N/A;DOÐRU;;;1;
Harry and Tonto;1974;R;12 Aug 1974;115 min;Adventure, Comedy, Drama;Paul Mazursky;Paul Mazursky, Josh Greenfeld;Art Carney, Ellen Burstyn, René Enríquez;Harry is a retired teacher in his 70s living in the Upper West Side of New York City, where his late wife and he raised his children, where he's lived all of his life. When the building, in which he lives, is torn down to make way for a parking garage, Harry and his beloved cat Tonto begin a journey across the U.S., visiting his children, seeing a world he never seemed to have the time to see before, making new friends, and saying goodbye to old friends.;English;United States;https://m.media-amazon.com/images/M/MV5BNjYyNDUyOGUtMzBiYS00NWEwLTljN2YtMzU5YjlmMzlmYzU2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;7.04.2010;0,9;72;74;5,533;tt0071598;movie;06 Sep 2005;N/A;N/A;N/A;DOÐRU;4;72/100;3;1
Zerkalo;1975;Not Rated;7.Mar.75;107 min;Biography, Drama;Andrei Tarkovsky;Aleksandr Misharin, Arseniy Tarkovskiy, Andrei Tarkovsky;Margarita Terekhova, Filipp Yankovskiy, Ignat Daniltsev;Tarkovsky mixes flash-backs, historical footage and original poetry to illustrate the reminiscences of a dying man about his childhood during World War II, adolescence, and a painful divorce in his family. The story interweaves reflections about Russian history and society;Russian, Spanish;Soviet Union;https://m.media-amazon.com/images/M/MV5BOGRiNDc0ZmMtZWVmNS00ZmRkLWEwNjQtODdmYTIyZGJjMjc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;8.01.2010;1;80;81;43,841;tt0072443;movie;1.Mar.07;$22,168;N/A;N/A;DOÐRU;1;80/100;2;
The Sunshine Boys;1975;PG;08 Jan 1976;111 min;Comedy;Herbert Ross;Neil Simon;Walter Matthau, George Burns, Richard Benjamin;Lewis and Clark were famous comedians during the vaudeville era. Off-stage, though, they couldn't stand each other, and haven't spoken in over twenty years. Ben, Willy Clark's nephew, is the producer of a variety show that wants to feature a reunion of the classic duo. How will Ben convince the crotchety old comedians to put aside their differences before the big show?;English;United States;https://m.media-amazon.com/images/M/MV5BNDIzMWQ0ZGYtZjI5Mi00N2U2LWExYWEtNTNmYTBlNTQ4Yjg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg;7.01.2010;0,72;N/A;71;6,033;tt0073766;movie;30.Mar.04;N/A;N/A;N/A;DOÐRU;6;;7;1
Burnt Offerings;1976;PG;18 Oct 1976;116 min;Horror, Mystery, Thriller;Dan Curtis;Robert Marasco, William F. Nolan, Dan Curtis;Karen Black, Oliver Reed, Burgess Meredith;"Ben and Marian Rolf rent a grand old country mansion as a summer getaway for themselves, their twelve year old son Davey, and Ben's Aunt Elizabeth. They feel they can't turn down the rent deal offered to them by the house's owners, siblings Roz and Arnold Allardyce, despite some reservations. First amongst those reservations, they are to take care of the house on their own, which Ben feels is too big a job, especially for Marian and the interior housekeeping. In Marian's words, the large size of the house is a ""waste"". And second and perhaps more important amongst those reservations, the Allardyces' aged mother will be staying in her room at the house, the Rolfs who are to provide a tray of food left outside her room three times a day, which Marian vows to take care of on her own, with no other members of the family to go into that isolated wing of the house so as not to disturb Mrs. Allardyce's peace. Upon their arrival at the house for the first day of their stay, they find a note from Roz and Arnold stating that they had to leave on an emergency, only with the necessary keys enclosed with no address or telephone number where they can be reached. As the summer progresses, the family members individually begin to exhibit unusual and unexplainable behavior, and unusual and unexplainable things start happening around the house. The strongest behavior ends up being Marian's total focus on renewing the house into what she says she wants it to be, or so she implies she is doing. These occurrences threaten both the loving family dynamic as well as the individual lives of the four. The answers to what is happening may be who or what lies behind the closed and often locked door of Mrs. Allardyce's bedroom.";English;United States, Italy;https://m.media-amazon.com/images/M/MV5BMjEzNzYzNTc3Nl5BMl5BanBnXkFtZTgwMDUwNTkyMTE@._V1_SX300.jpg;6.05.2010;0,5;48;65;11,171;tt0074258;movie;26 Aug 2003;N/A;N/A;N/A;DOÐRU;6;48/100;1;
Na samote u lesa;1976;N/A;01 Sep 1976;92 min;Comedy, Drama, Family;Jirí Menzel;Zdenek Sverák, Ladislav Smoljak;Josef Kemr, Zdenek Sverák, Daniela Kolárová;The Lavicka's, a Czech family from the city, rents a house in the country with the option to buy. However, old Mr Komarek seems reluctant to sell the house as they agreed.;Czech;Czechoslovakia;https://m.media-amazon.com/images/M/MV5BN2VmYmE4OGMtYjI3ZC00YTkwLTg4M2UtOTNjNWMwZWQ2YWUwXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg;7.08.2010;;N/A;78;1,347;tt0074947;movie;N/A;N/A;N/A;N/A;DOÐRU;1;;1;
The Shootist;1976;PG;21 Jul 1976;100 min;Drama, Romance, Western;Don Siegel;Glendon Swarthout, Miles Hood Swarthout, Scott Hale;John Wayne, Lauren Bacall, Ron Howard;John Books an aging gunfighter goes to see a doctor he knows for a second opinion after another doctor told him he has a cancer which is terminal. The doctor confirms what the other said. He says Books has a month maybe two left. He takes a room in the boarding house and the son of the woman who runs it recognizes him and tells his mother who he is. She doesn't like his kind but when he tells her of his condition, she empathizes. Her son wants him to teach him how to use a gun. Books tries to tell him that killing is not something he wants to live with. Books, not wanting to go through the agony of dying from cancer, tries to find a quicker way to go.;English;United States;https://m.media-amazon.com/images/M/MV5BMDYxNDEwMWEtYjhhNC00ZjUxLTg1NmUtZmFiZTY5OTljMzliXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg;7.06.2010;0,87;77;76;23,575;tt0075213;movie;29 Apr 2003;$8,091,910;N/A;N/A;DOÐRU;1;77/100;4;1
Madame Rosa;1977;PG;19.Mar.78;105 min;Drama;Moshé Mizrahi;Romain Gary, Moshé Mizrahi;Simone Signoret, Michal Bat-Adam, Samy Ben-Youb;"Madame Rosa lives in a sixth-floor walkup in the Pigalle. She's a retired prostitute, Jewish and an Auschwitz survivor, a foster mom to other prostitutes' children. Momo is the oldest and her favorite, an Algerian lad whom she raises as a Muslim. When he asks about his parents, she evades. As she ages and takes in fewer children, Momo must do more for her; as money is tight, he tries to earn pennies on the street with a puppet. He's a beautiful man-child and Madame Rosa makes him promise that he will never sell himself or become a pimp. Nadine, a film editor, befriends him, and his father suddenly appears. Madame Rosa reaches her last days in fear of hospitals, and Momo must act.";French, English, Hebrew;France;https://m.media-amazon.com/images/M/MV5BMDhjYTQwNzQtNjkxZC00ZmNiLTkwYTAtOWRiM2NjN2YyNjVkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg;7.02.2010;0,88;N/A;72;1,316;tt0076348;movie;N/A;N/A;N/A;N/A;DOÐRU;5;;4;1
